1391534807620000686,B,"",28.0,20000686,2014-02-04 17:26:47,A,false,"[[-8.584371,41.163039],[-8.584362,41.163021],[-8.584731,41.162904],[-8.585865,41.163102],[-8.587755,41.163705],[-8.588601,41.163993],[-8.588862,41.164056],[-8.588862,41.164092],[-8.588871,41.164092],[-8.58888,41.164101],[-8.589492,41.164191],[-8.589573,41.16411],[-8.589762,41.163885],[-8.590932,41.162562],[-8.59221,41.161032],[-8.593758,41.160483],[-8.595963,41.160798],[-8.597988,41.161014],[-8.598114,41.161023],[-8.598591,41.16114],[-8.600958,41.161347],[-8.603388,41.161626],[-8.60427,41.16177],[-8.604342,41.161806],[-8.604486,41.161833],[-8.604495,41.161851],[-8.604495,41.161824],[-8.604882,41.161896],[-8.60499,41.161878],[-8.605413,41.16204],[-8.605656,41.162112],[-8.606871,41.162256],[-8.607771,41.162355],[-8.608923,41.162526],[-8.609049,41.162463],[-8.609103,41.162436],[-8.609256,41.162445],[-8.609787,41.162481],[-8.609859,41.16249],[-8.610066,41.162544],[-8.610228,41.162544],[-8.610813,41.16267],[-8.610876,41.162661],[-8.610903,41.162661],[-8.611326,41.162724],[-8.612595,41.16294],[-8.614008,41.163066],[-8.614143,41.16303],[-8.615529,41.163309],[-8.616951,41.163507],[-8.61903,41.163714],[-8.620119,41.163822],[-8.620092,41.163813],[-8.620092,41.163822],[-8.620371,41.16384],[-8.62083,41.1633],[-8.620902,41.162841],[-8.620911,41.162832],[-8.620875,41.162229],[-8.621091,41.160951],[-8.62155,41.160429],[-8.621289,41.160159],[-8.620848,41.159628],[-8.620137,41.158764],[-8.619759,41.1579],[-8.619588,41.157198],[-8.619498,41.156865],[-8.620047,41.156145],[-8.620839,41.15646],[-8.621469,41.156064],[-8.620992,41.155542],[-8.620983,41.15484],[-8.621091,41.154021],[-8.620992,41.152689],[-8.621091,41.152059],[-8.621487,41.151555],[-8.622009,41.151294],[-8.622495,41.150997],[-8.622585,41.151051],[-8.62263,41.151042],[-8.62308,41.150808],[-8.623143,41.150628],[-8.623161,41.150592],[-8.623116,41.150421],[-8.623089,41.150295],[-8.623053,41.149881],[-8.622999,41.149629],[-8.623044,41.149593],[-8.623053,41.149485]]",1322,2014,2,4,17,3,88
1391537155620000572,C,"","",20000572,2014-02-04 18:05:55,A,false,"[[-8.599185,41.149089],[-8.599167,41.149116],[-8.598771,41.148792],[-8.598744,41.148729],[-8.598978,41.148378],[-8.600544,41.148576],[-8.600904,41.147919],[-8.601264,41.147631],[-8.601678,41.147451],[-8.601813,41.147388],[-8.601894,41.147352],[-8.601903,41.147343],[-8.601885,41.147316],[-8.602362,41.147262],[-8.602974,41.147145],[-8.603658,41.146722],[-8.604468,41.14647],[-8.604972,41.145939],[-8.605161,41.145759],[-8.605206,41.145696],[-8.605233,41.145633],[-8.604612,41.145552],[-8.604486,41.145507],[-8.604432,41.145525],[-8.604423,41.145498],[-8.604432,41.145489],[-8.604324,41.145372],[-8.604657,41.14458],[-8.604603,41.144535],[-8.60472,41.144418],[-8.604792,41.144274],[-8.604657,41.143914],[-8.603856,41.143671],[-8.602533,41.143347],[-8.602227,41.143014],[-8.60184,41.141556],[-8.601318,41.139153],[-8.601561,41.137128],[-8.602479,41.134923],[-8.600391,41.133276],[-8.597772,41.132115],[-8.59707,41.13108],[-8.597583,41.130117],[-8.597997,41.128452],[-8.598285,41.126463],[-8.598627,41.125113],[-8.598537,41.123547],[-8.599293,41.121693],[-8.600292,41.120928],[-8.601075,41.120514],[-8.600202,41.119983],[-8.598465,41.119362],[-8.596818,41.118228],[-8.595144,41.117058],[-8.594118,41.116392],[-8.594028,41.116347],[-8.593794,41.1165],[-8.593857,41.11713],[-8.594586,41.117733]]",872,2014,2,4,18,3,58
1391681840620000309,A,16867.0,"",20000309,2014-02-06 10:17:20,A,false,"[[-8.665677,41.151447],[-8.665695,41.151474],[-8.6652,41.15196],[-8.663706,41.152788],[-8.661672,41.152806],[-8.662248,41.154003],[-8.663292,41.155524],[-8.663805,41.156244],[-8.664786,41.157747],[-8.664813,41.158314],[-8.665596,41.158953],[-8.666082,41.159628],[-8.667036,41.160996],[-8.667342,41.161743],[-8.667342,41.161743],[-8.667315,41.161743],[-8.667333,41.161734],[-8.667333,41.161725],[-8.667324,41.161716],[-8.667315,41.161716]]",290,2014,2,6,10,5,19
1391526467620000067,B,"",62.0,20000067,2014-02-04 15:07:47,A,false,"[[-8.649486,41.180499],[-8.649441,41.181021],[-8.650557,41.181138],[-8.651538,41.181975],[-8.652645,41.182974],[-8.652807,41.1831],[-8.653581,41.184306],[-8.653986,41.186097],[-8.654256,41.187348],[-8.654175,41.188176],[-8.655354,41.187564],[-8.656065,41.188158],[-8.656029,41.189103],[-8.65629,41.189967],[-8.657199,41.189661],[-8.65755,41.188464],[-8.657559,41.188464],[-8.657964,41.18805],[-8.658153,41.186763],[-8.656596,41.187186],[-8.65521,41.187483],[-8.654427,41.186979],[-8.654013,41.185575],[-8.653662,41.183856],[-8.653329,41.182731],[-8.652978,41.181525],[-8.652663,41.179914],[-8.651637,41.179455],[-8.649819,41.180499],[-8.648901,41.18103],[-8.647326,41.181939],[-8.646084,41.182569],[-8.645571,41.181498],[-8.645904,41.180319],[-8.646129,41.1795],[-8.646129,41.179518],[-8.646111,41.179527],[-8.646102,41.1795]]",555,2014,2,4,15,3,37
1391538867620000235,B,"",21.0,20000235,2014-02-04 18:34:27,A,false,"[[-8.628732,41.161005],[-8.628597,41.160969],[-8.628606,41.16096],[-8.628597,41.160951],[-8.628264,41.161059],[-8.628201,41.161221],[-8.628138,41.161329],[-8.627994,41.161851],[-8.62794,41.161995],[-8.627949,41.162013],[-8.627922,41.162094],[-8.627805,41.162283],[-8.627796,41.162301],[-8.627697,41.162607],[-8.627697,41.162607],[-8.627706,41.162616],[-8.627706,41.162616],[-8.627562,41.163102],[-8.627364,41.163849],[-8.62722,41.164308],[-8.627229,41.164299],[-8.62722,41.164299],[-8.627139,41.164524],[-8.628669,41.164956],[-8.630298,41.165145],[-8.631468,41.164758],[-8.632422,41.16429],[-8.632467,41.164263],[-8.632638,41.164173],[-8.632656,41.164146],[-8.633277,41.163876],[-8.633898,41.163678],[-8.633898,41.163696],[-8.633907,41.163696],[-8.634411,41.163795],[-8.634969,41.163948],[-8.634951,41.163975],[-8.634969,41.163966],[-8.634969,41.163948],[-8.635725,41.164173],[-8.636031,41.16429],[-8.63604,41.16429],[-8.636022,41.164299],[-8.636535,41.164434],[-8.63829,41.164767],[-8.638992,41.1651],[-8.64036,41.165856],[-8.641638,41.166882],[-8.642583,41.167656],[-8.64387,41.16897],[-8.642646,41.170167],[-8.642241,41.170518],[-8.643339,41.17041],[-8.645121,41.171427],[-8.647533,41.173353],[-8.648757,41.174343],[-8.65026,41.175558],[-8.651538,41.176413],[-8.65314,41.175225],[-8.654445,41.173839],[-8.654508,41.173785],[-8.654508,41.173794],[-8.65467,41.173569],[-8.655453,41.172606],[-8.655615,41.172453],[-8.655606,41.172444],[-8.655606,41.172444]]",994,2014,2,4,18,3,66
1391538541620000410,A,17553.0,"",20000410,2014-02-04 18:29:01,A,false,"[[-8.662311,41.153166],[-8.662293,41.153139],[-8.66223,41.15304],[-8.662122,41.152869],[-8.662077,41.152815],[-8.661735,41.153121],[-8.662671,41.154525],[-8.663508,41.155794],[-8.664237,41.156847],[-8.664858,41.157864],[-8.664768,41.158089],[-8.664822,41.158314],[-8.66574,41.159205],[-8.666622,41.160258],[-8.667225,41.161266],[-8.667774,41.161968],[-8.666811,41.162292],[-8.666496,41.162112],[-8.666424,41.162265],[-8.666091,41.163174],[-8.6652,41.16312],[-8.664372,41.163093],[-8.664381,41.163147],[-8.664426,41.162994],[-8.66448,41.163021]]",361,2014,2,4,18,3,24
1391541045620000245,B,"",28.0,20000245,2014-02-04 19:10:45,A,false,"[[-8.584308,41.163075],[-8.584407,41.163057],[-8.584704,41.162904],[-8.58492,41.162841],[-8.585073,41.162859],[-8.585136,41.162868],[-8.585622,41.163093],[-8.586054,41.16321],[-8.586045,41.163165],[-8.586045,41.16321],[-8.586018,41.163255],[-8.586099,41.163174],[-8.58627,41.163237],[-8.586567,41.163345],[-8.586567,41.163381],[-8.586594,41.163345],[-8.586675,41.163381],[-8.586774,41.163435],[-8.587026,41.163507],[-8.587143,41.163516],[-8.587161,41.163507],[-8.587305,41.163552],[-8.587314,41.163561],[-8.587305,41.163561],[-8.58744,41.163633],[-8.587512,41.163651],[-8.587512,41.163633],[-8.587494,41.163633],[-8.587512,41.163651],[-8.587521,41.163642],[-8.587791,41.163723],[-8.58798,41.163804],[-8.588124,41.163858],[-8.588124,41.163831],[-8.588115,41.163831],[-8.58825,41.163876],[-8.588475,41.163966],[-8.588466,41.163957],[-8.588466,41.163975],[-8.588466,41.163975],[-8.588457,41.163966],[-8.588601,41.164011],[-8.588637,41.164047],[-8.588655,41.164065],[-8.588646,41.164065],[-8.588637,41.164038],[-8.588655,41.164038],[-8.588763,41.164074],[-8.589141,41.164236],[-8.589168,41.164407],[-8.589141,41.164488],[-8.589132,41.164569],[-8.589033,41.164794],[-8.588727,41.165685],[-8.588709,41.165784],[-8.588736,41.165847],[-8.588169,41.166945],[-8.587665,41.168115],[-8.587449,41.168511],[-8.587224,41.16897],[-8.586621,41.170248],[-8.586477,41.170536],[-8.586666,41.170653],[-8.58789,41.170995]]",948,2014,2,4,19,3,63
1391499585620000424,A,16378.0,"",20000424,2014-02-04 07:39:45,A,false,"[[-8.669322,41.164947],[-8.669322,41.164965],[-8.669295,41.16501],[-8.669277,41.165019],[-8.669232,41.164938],[-8.669232,41.164911],[-8.669313,41.165001],[-8.669403,41.164965],[-8.670141,41.164938],[-8.670753,41.16519],[-8.670906,41.166585],[-8.669745,41.167881],[-8.668017,41.169078],[-8.665983,41.170545],[-8.663859,41.172048],[-8.662194,41.173578],[-8.661672,41.175027],[-8.660997,41.175387],[-8.661357,41.175999],[-8.661744,41.176773],[-8.659674,41.177115],[-8.657856,41.177439],[-8.658342,41.178267],[-8.659314,41.179581],[-8.659521,41.179761],[-8.659638,41.179878],[-8.660637,41.180148],[-8.662401,41.180454],[-8.662959,41.180625],[-8.663076,41.180913],[-8.663346,41.181732]]",450,2014,2,4,7,3,30
1391547564620000670,C,"","",20000670,2014-02-04 20:59:24,A,false,"[[-8.593416,41.160591]]",2,2014,2,4,20,3,0
1391540621620000333,B,"",6.0,20000333,2014-02-04 19:03:41,A,false,"[[-8.58276,41.180499],[-8.582733,41.180508],[-8.581896,41.180247],[-8.57979,41.180571],[-8.577126,41.180841],[-8.57511,41.1804],[-8.573319,41.179959],[-8.572158,41.179959],[-8.570988,41.179698],[-8.570025,41.178888],[-8.568459,41.1777],[-8.567109,41.17671],[-8.56629,41.175513],[-8.567748,41.174172],[-8.568027,41.173479],[-8.567046,41.173506],[-8.565804,41.173362],[-8.565219,41.174802]]",258,2014,2,4,19,3,17
